114,其他,9-14天,10000以上,朋友,"上海浦东国际机场/DFS免税店（旧金山国际机场店）/San Francisco Airport Marriott Waterfront(旧.../San Jose Airport Garden Hotel(圣荷西机场花园酒店)/斯坦福大学/斯坦福大学椭圆形公园/斯坦福大学/悬崖小屋/金门大桥/旧金山艺术宫/渔人码头/""Joes Crab Shack""/39号码头/贝克海滩/九曲花街/旧金山市政厅/双子峰/The Lodge at Pebble Beach (OV) 水晶滩洛奇酒.../CASA PALMERO (ESTATE STUDIO)/17里湾风景线/蒙特雷湾/蒙特利湾水族馆/蒙特雷湾/Intercontinental The Clement Monterey(克莱门特.../圣地亚哥港/科罗拉多大桥/科罗拉多岛/圣地亚哥港/中途岛号航空母舰博物馆/圣地亚哥/圣地亚哥巴尔波亚公园/圣地亚哥老城/圣地亚哥老城/La Jolla海滩/迷拉吉酒店/凯撒皇宫酒店/迷拉吉酒店/豪客摩天轮/迷拉吉酒店/大运河购物中心/金银岛酒店/拉斯维加斯大道/拉斯维加斯纽约赌场酒店/欢迎来拉斯维加斯标牌/弗里蒙特街/四皇后赌场酒店/弗里蒙特街/费蒙街/巴黎酒店埃菲尔铁塔/大峡谷国家公园/西部牛仔村庄/西峡谷玻璃桥/大峡谷国家公园/西峡谷玻璃桥/大峡谷国家公园/胡佛水坝/马戏赌场主题公园度假村/时尚秀购物中心/马戏赌场主题公园度假村/百乐宫喷泉/拉斯维加斯贝拉吉奥酒店/凯撒皇宫酒店/马戏赌场主题公园度假村/巴斯托/仙人掌植物园/M&M巧克力工厂/TCL中国剧院/好莱坞星光大道/日落大道/杜比剧院/Santa Monica Playa(圣莫妮卡海滩酒店)/第三购物步行街/长滩/Crystal Hotel Los Angeles (洛杉矶华商大酒店)/洛杉矶国际机场"
115,3-5月,9-14天,5000-10000,情侣/夫妻,张家界/凤凰/阳朔/涠洲岛/武陵源/张家界国家森林公园/天子山/索溪峪/袁家界/杨家界/黄石寨/砂刀沟/大观台/老屋场/贺龙公园/十里画廊/黄龙洞/宝峰湖景区/乌龙寨/天波府/百龙天梯/天门山/水绕四门/上海/魅力湘西/武陵源/烟雨凤凰/凤凰古城/沈从文故居/熊希龄故居/杨家祠堂/沱江/东门城楼/崇德堂/万寿宫/北门城楼/龙胜/龙脊梯田/桂林/金坑梯田/西山/七星伴月/正阳步行街/独秀峰/灵渠/临桂/漓江/七星景区/梦幻漓江/杨堤/遇龙河/象鼻山/冠岩/九马画山/黄布倒影/碧莲峰/书童山/兴坪古镇/莲花岩/西街/印象刘三姐/图腾古道/鉴山寺/大榕树/聚龙潭/月亮山/四季酒店/北海/银滩/北部湾广场/珠海路老街/鳄鱼山景区/涠洲岛国家地质博物馆/滴水丹屏/天主教堂/三婆庙/斜阳岛/海底彩带/五彩滩/草坪/海滩公园/人民广场/上海博物馆/南京路步行街/外滩/豫园/东方明珠/滨江大道/和平饭店/外白渡桥/苏州河/崇明岛/中国古代青铜馆/东方明珠
116,9-11月,3-5天,5000-10000,朋友,上海/航空酒店/东方明珠/天虹国际/豫园/南京路步行街/外滩/和平饭店/乌镇/东栅/西栅/立志书院/茅盾故居/江南木雕陈列馆/宏源泰染坊/余榴梁钱币馆/江南百床馆
117,6-8月,3-5天,1000-5000,朋友,上海/田子坊/外滩/翰庭酒店/东方明珠/豫园/南京路步行街/杭州/印象西湖/上海老街/西湖/乌镇/西栅/东栅/西塘
118,12-2月,3-5天,1000-5000,父母,南京/无锡/灵山大佛/灵山梵宫/灵山/祥符禅寺/灵山胜境/九龙灌浴/天下第一掌/苏州/狮子林/天目山/盘门/上海/中华艺术宫/南京路步行街/外滩/静安寺/锦沧文华大酒店/金茂音乐厅/黄浦江“清游江”游览船/枕水人家/乌镇/逢源双桥/财神湾/江南百床馆/江南民俗馆/立志书院/周庄/同里/甪直/东栅/杭州/西栅/西湖/苏堤/雷峰塔/三潭印月/保俶塔/花港观鱼/柳浪闻莺/西山/南园/钱塘江/六和塔/宋城/夫子庙/文庙/中山陵/苏州古运河
119,其他,3-5天,1000以内,独行,苏州河/鲜得来排骨年糕（云南南路店）/衡山路/华山路/东台路古玩街/上海电影博物馆/成龙电影艺术馆/上海电影博物馆/上海影视乐园/外滩/外滩观光隧道/黄浦公园/东方明珠/金茂大厦88层观光厅/上海环球金融中心/国际会议中心/上海海洋水族馆/上海和平饭店/上海斯沃琪和平饭店艺术中心/外白渡桥/上海浦江饭店/上海邮政博物馆/南京路步行街/豫园/城隍庙经典小吃/中共一大会址/周公馆/安义路毛主席1920旧居/茂名路毛主席旧居/孙中山故居纪念馆/宋庆龄陵园/鲁迅故居/张闻天故居/闸北公园/徐光启墓园/松江清真寺/龙华寺/玉佛禅寺/佘山天主教堂/马勒别墅/上海展览中心/上海博物馆/上海自然博物馆/上海科技馆/中华艺术宫/崧泽古文化遗址/新天地/田子坊/上海琉璃艺术博物馆/M50创意园/1933老场坊/东滩湿地公园
120,3-5月,3-5天,1000-5000,朋友,上海/外滩/上海图书馆/世纪公园
121,6-8月,3-5天,5000-10000,独行,上海/东方明珠/静安寺/外滩/浦江游览/豫园/老城隍庙/九曲桥/和平饭店/苏州河/外白渡桥/上海邮政博物馆
122,9-11月,1-2天,1000以内,独行,上海/吴淞炮台湾湿地森林公园
123,3-5月,6-8天,5000-10000,朋友,东方绿舟/黄山/日出，黄山/山越民俗风情园/烧烤，共青森林公园/拓展活动，共青森林公园/千岛湖景区/武夷山/一线天/攀岩，武夷山/武夷山漂流
124,6-8月,1-2天,1000以内,情侣/夫妻,叠&#183;UP美术馆/松沪铁路旧址
125,其他,15天以上,10000以上,独行,布达拉宫/纳木错/山南/玛吉阿米/西藏/上海/蓝山国际/东方明珠/世纪公园/外滩/豫园/上海博物馆/田子坊/南京/南京夫子庙国际青年旅舍/中山陵/明孝陵/总统府/夫子庙/玄武湖/栖霞山/钟山风景区/梅花山/重庆/朝天门广场/人民大礼堂/三峡博物馆/洋人街/涂山寺/老君洞/白公馆/成都/锦里/武侯祠/宽窄巷子/杜甫草堂/文殊院/春熙路/人民公园/金河宾馆/拉萨
126,6-8月,1-2天,1000以内,朋友,外滩/上海/福州路文化街
127,9-11月,1-2天,1000以内,独行,淮海路/新天地/豫园/外滩/苏州河/上海/小桃园清真寺/外白渡桥/上海邮政博物馆
128,6-8月,1-2天,1000以内,朋友,朱家角/放生桥
129,9-11月,1-2天,1000以内,独行,上海/静安寺/鲁迅公园/人民广场/磁悬浮列车
130,9-11月,3-5天,1000-5000,父母,上海/外滩/东方明珠/人民广场/豫园/滨江大道/陈毅广场/上海环球金融中心/九曲桥/南京路步行街/新天地/朱家角/课植园/阿婆茶楼/放生桥/永丰桥/大清邮局
131,6-8月,9-14天,10000以上,朋友,上海/外滩/外白渡桥/上海科技馆/豫园/乌镇/杭州/东栅/西栅/六和塔/京杭大运河/西湖/飞来峰/灵隐寺/周庄/苏州/同里古镇/盘门/留园/拙政园/苏州博物馆/狮子林/虎丘/寒山寺/观前街/上海环球金融中心/东方明珠/灵水居/柳浪闻莺/钱塘江/雷峰塔/苏堤/白堤/断桥残雪/保俶塔/梅家坞/花港观鱼/宋城/三潭印月/杨公堤/沈厅/张厅/双桥/怪楼/同里/退思园/嘉荫堂/崇本堂/耕乐堂/瑞光塔/玉泉/北寺塔/枫桥景区/铁铃关/玄妙观
132,6-8月,15天以上,1000-5000,朋友,大昭寺/小昭寺/布达拉宫/宗角禄康公园/敦煌石窟艺术保护研究陈列中心/汉长城/鸣沙山月牙泉/雅丹地质公园/巴松措/鲁朗花海牧场/世界柏树王园林/鲁朗林海/米拉山口/西安碑林博物馆/西安城墙/西安博物院/鲁迅纪念馆/鲁迅故居/外滩/1933老场坊/思南路/上海街道/中正纪念堂/台北101大楼/诚品书店（信义店）/垦丁/南湾游憩区/垦丁大街/云栖竹径/西湖/唐寅园/钟山风景名胜区/江南贡院/南京台城/狮子桥美食街/环秀桥/卧龙桥/石皮弄/护国随粮王庙（七老爷庙）/送子来凤桥/西塘风景区/环岛路/厦门大学/万国建筑博览/鼎湖山/赤坎古镇/闸坡大角湾/圣方济各教堂/主教山小堂/路环岛/白园/珠江夜游/长隆旅游度假区
133,9-11月,1-2天,5000-10000,朋友,上海辰山植物园/水生植物园/西湖/植物造型园/矿坑花园/展览温室/热带花果馆/珍奇植物馆/沙生植物馆/东湖/盲人植物区/辰山植物园1号门/洞经地铁站
134,9-11月,3-5天,1000-5000,独行,上海/外滩/甜爱路/东方明珠/上海环球金融中心/外白渡桥/南京路步行街/朱家角/豫园/田子坊/新天地/鲁迅公园/和平饭店/放生桥/磁悬浮列车/松江
135,9-11月,9-14天,1000-5000,父母,上海/郑州/晋城/晋城/皇城相府/壶口瀑布/平遥古城/平遥/王家大院/双林寺/平遥古城/悬空寺/大同土林/云冈石窟/凤临阁/南山寺/五台山/殊像寺/五爷庙/塔院寺/显通寺/罗睺寺/五台山/黛螺顶/普化寺/晋祠/山西博物院/上海
136,9-11月,3-5天,10000以上,独行,千岛湖/淳安/杭州/千岛湖龙川湾/古戏台/红灯笼/千岛湖景区/上海
137,6-8月,1-2天,1000以内,独行,人民公园
138,9-11月,3-5天,1000-5000,朋友,黄龙/若尔盖/九寨沟/川主寺/金珠林卡度假酒店/《藏谜》/树正沟/日则沟/原始森林/天鹅海/芳草海/箭竹海/熊猫海/熊猫海瀑布/五花海/珍珠滩/珍珠滩瀑布/镜海/上、下季节海/长海/五彩池/老虎海/树正瀑布/树正群海/卧龙海/火花海/雪宝鼎/黄龙寺
139,9-11月,3-5天,10000以上,情侣/夫妻,上海/汉庭酒店/外滩/豫园/古漪园/秋霞圃/静安寺/田子坊/东方明珠/上海环球金融中心/人民广场/南京路步行街/外白渡桥/上海博物馆/上海大剧院/上海城市规划展示馆/人民公园/老上海1930风情街/上海科技馆/上海野生动物园
140,9-11月,6-8天,1000-5000,父母,韩国/日本/釜山/长崎/福冈/上海/济州岛/汉拿树木园/新罗免税店/釜山水族馆/札嘎其市场/鹿儿岛/太宰府天满宫/孔子庙/福冈塔
141,6-8月,1-2天,1000以内,独行,上海/淞沪抗战纪念馆/苏州河/临江公园
142,12-2月,3-5天,1000-5000,朋友,上海/上海广场长城假日酒店/金山区/中山公园/东方明珠/上海环球金融中心/豫园/田子坊/新天地/上海博物馆/人民广场/外白渡桥/外滩/1933老场坊/甜爱路/鲁迅公园/武康路
143,9-11月,6-8天,1000-5000,独行,杭州/苏州/上海/杭州商业大厦/西湖/白堤/平湖秋月/杭州博物馆/中山公园/苏堤/三潭印月/花港观鱼/雷峰塔/长桥/南湖/南屏晚钟/南宋御街/周家村/深潭口/烟水渔庄/泊庵/西溪水阁/梅竹山庄/西溪草堂/秋雪庵/虾龙滩生态保护区/古戏台/锦江之星/留园/锦江之星/拙政园/山塘街/狮子林/苏州博物馆/南园/天目山/平江路历史街区/周庄/甪直/虎丘/藏书镇/寒山寺/观前街/外滩/人民广场/豫园/东方明珠
144,6-8月,1-2天,1000-5000,朋友,新天地安达仕酒店/新天地/上海
145,6-8月,1-2天,1000以内,独行,福州路文化街/大壶春(旗舰店)/洋泾浜圣若瑟堂/新永安路/外滩/外滩十六铺/老码头/小桃园绿地/小桃园清真寺
146,6-8月,1-2天,1000以内,独行,上海/豫园/外滩/浦江游览
147,9-11月,1-2天,1000以内,朋友,外滩/上海当代艺术博物馆/上海
148,6-8月,1-2天,1000以内,独行,三甲港海滨乐园/中华艺术宫/上海滨江森林公园/上海
149,3-5月,3-5天,1000-5000,朋友,苏州/拙政园/同里/周庄/上海/寒山寺/狮子林/长山岚翠/退思园/南园/同里古镇/双桥/南湖/沈万三故居/沈厅/古戏台/张厅/逸飞之家/迷楼/叶楚伧故居/文化街/澄虚道院/周庄博物馆/怪楼/富安桥/外滩/上海体育场/豫园/思南路/田子坊/淮海路/周公馆
150,9-11月,1-2天,1000以内,独行,松江醉白池/复旦大学/上海/豫园/古漪园/秋霞圃/青浦曲水园
151,3-5月,1-2天,1000以内,独行,上海环球金融中心/上海/上海环球金融中心观光厅/东方明珠/外滩/外白渡桥
152,6-8月,15天以上,5000-10000,父母,苏州/杭州/上海/南京/拙政园/木渎古镇/西湖/外滩/中山陵/夫子庙/雨花台/总统府/观前街/ID99连锁/金鸡湖/苏州博物馆/苏州园林博物馆/苏州乐园/虹饮山房/白堤/苏堤/西湖博物馆/玉泉/钱塘江/上海博物馆/中华艺术宫/东方明珠/磁悬浮列车/上海科技馆/人民广场/南京博物院/南京长江大桥/玄武湖/狮子桥美食街/中华门/南园/西园/狮子林/严家花园/灵岩山/榜眼府第/太仓/雷峰塔/太子湾公园/杨公堤/柳浪闻莺/平湖秋月/南屏晚钟/曲院风荷/九溪烟树/满陇桂雨/龙井问茶/宝石流霞/灵隐寺/五云山/飞来峰/老城隍庙/豫园/福佑路/紫金山天文台/孙中山纪念馆/流徽榭/音乐台/李香君故居/江南贡院/南京大屠杀遇难同胞纪念馆
153,3-5月,1-2天,1000以内,情侣/夫妻,上海/上海辰山植物园
154,9-11月,1-2天,1000以内,独行,枫泾古镇/上海
155,9-11月,1-2天,1000以内,独行,上海市田子坊
156,9-11月,6-8天,5000-10000,情侣/夫妻,杭州/上海/萧山/杭州千禧度假酒店/九溪烟树/钱塘江/六和塔/西湖/苏堤/云栖竹径/灵隐寺/印象西湖/雷峰塔/秋瑾墓/中山公园/西湖博物馆/临安/白堤/新天地/胡庆余堂中药博物馆/南宋御街/朱家角/外滩/上海浦西洲际酒店/田子坊/复兴公园/淮海路/外白渡桥/东方明珠/和平饭店/苏州河/上海世茂皇家艾美酒店/人民广场/静安寺/丽思卡尔顿/人民公园
157,6-8月,1-2天,1000以内,父母,外滩
158,9-11月,1-2天,1000以内,情侣/夫妻,吴淞炮台湾湿地森林公园
159,12-2月,3-5天,1000-5000,朋友,上海/甜爱路/田子坊/上海电影博物馆/徐家汇天主教堂/武康大楼/巴金故居/世纪公园/苏州/天平山/观前街/南园/苏州博物馆/平江路历史街区/拙政园/耦园/狮子林/苏州评弹博物馆/猫的天空之城概念书店/金鸡湖/苏州文化艺术中心/网师园
160,12-2月,6-8天,10000以上,情侣/夫妻,凯宾斯基/上海/上海外滩华尔道夫酒店/外滩/东方明珠/铂尔曼/柏悦酒店/丽思卡尔顿/希尔顿逸林/希尔顿/索菲特/上海雅居乐万豪酒店/南京路步行街/香格里拉/喜来登/希尔顿酒店
161,9-11月,1-2天,1000以内,朋友,上海辰山植物园/佘山国家旅游度假区
162,其他,1-2天,1000以内,独行,上海琉璃艺术博物馆/田子坊/日月光中心/中国历代澄泥博物馆
163,6-8月,1-2天,1000以内,情侣/夫妻,崇明岛/瀛东村/崇明/根宝足球基地
164,3-5月,1-2天,1000以内,朋友,泰晤士小镇/上海
165,12-2月,1-2天,1000以内,朋友,上海/秋霞圃/嘉定孔庙/古猗园/法华塔
166,9-11月,3-5天,1000-5000,朋友,恒升半岛/上海/南京路步行街/东方明珠/中华艺术宫/田子坊/外滩/外白渡桥/和平饭店
167,其他,9-14天,1000-5000,情侣/夫妻,上海/和平饭店/人民广场/田子坊/思南路/新天地/豫园/鲁迅纪念馆/甜爱路/1933老场坊/南京路步行街/外滩
168,6-8月,15天以上,10000以上,独行,上海/厦门/曾厝垵/环岛路/厦门大学/南普陀寺/中山路步行街/鼓浪屿/皓月园/菽庄花园/日光岩/郑成功纪念馆/琴园/天津/世纪钟广场/古文化街/敦煌/快乐驿站青年旅社/敦煌影视古城/西千佛洞/玉门关/汉长城/莫高窟/塔尔寺/兰州/西宁/人民公园/莫家街/青海湖/西海/拉萨/拉萨爱客驿站/宗角禄康公园/布达拉宫/药王山/八廓街/玛吉阿米/大昭寺/小昭寺/拉萨河/哲蚌寺/罗布林卡/西藏博物馆/色拉寺/尼泊尔/念青唐古拉观景台/当雄/加德满都/奇特旺/博卡拉/世界和平塔/奔子栏/香格里拉/独克宗古城/迪庆藏族自治州民族博物馆/纳帕海/虎跳峡/老友记青年旅舍/北京/鸣沙山月牙泉/独木庙/帕坦/费瓦湖/纳木错/东方明珠/静安寺/襄阳/金榜公园/书法广场/五老峰/三家店/胡里山炮台/珍珠湾/风琴博物馆/好久不见酒吧/国际刻字艺术馆/钢琴博物馆/南京路步行街/田子坊
169,12-2月,6-8天,10000以上,情侣/夫妻,马尔代夫/上海/马累/广州
170,其他,9-14天,5000-10000,父母,上海虹桥国际机场/贵阳龙洞堡国际机场/黔灵山公园/如家快捷酒店（贵阳火车北站瑞金北路店）（原瑞金北路.../周黑鸭 合群路店/雷家豆腐丸子/青岩古镇文昌阁/德克士 火车站店/7天连锁酒店（安顺火车站店）/黄果树瀑布/陡坡塘瀑布/黄果树瀑布/天星桥风景区/黄果树奇石馆/7天优品酒店（安顺火车站广场店）/贵州全林酒店/贵阳北站/天河潭/花溪公园/青岩古镇/7天连锁酒店（贵阳新添美食街店）/南江大峡谷/青龙十里画廊/观山湖公园/甲秀楼/贵州全林酒店/独山站/荔波樟江/邓恩铭烈士故居/荔波小吃街/荔波荔源宾馆/荔波荔源宾馆/荔波小七孔景区/荔波樟中酒店/荔波大七孔景区/荔波樟中酒店/荔波机场/肯德基(人民广场店)/贵州民族大酒店/筑城广场/豪客来牛排馆(博爱店)/好利来(小十字店)/贵州全林酒店/快乐番薯(林城店)/贵阳时光酒店（贵阳会展城店）/贵阳欢乐世界/凯里酸汤牛肉/贵阳时光酒店（贵阳会展城店）/贵阳龙洞堡国际机场/上海浦东国际机场
171,6-8月,1-2天,1000以内,独行,上海/老西门国际青年旅舍
172,12-2月,15天以上,10000以上,朋友,岳王庙景区/庐山风景名胜区/三叠泉/居庸关长城/法雨寺山门/千步沙/婺源篁岭/小昭寺/米拉山口/鲁朗林海/武夷山森林公园/玉京峰景区/慈光阁/清迈国家博物馆/自杀崖/鳄鱼头海滩/鸟岛/蓝洞/日军最后司令部遗址/圣母洞/万岁崖/查莫洛夜市/文昌阁/战争遗迹博物馆/古芝地道/斗鸡石/仲见世商店街/河南博物院/亚龙湾中心广场/枫泾古镇/共青国家森林公园/闵行体育公园/中国航海博物馆/欢乐谷/京杭大运河/万国建筑博览/澳门艺术博物馆/澳门半岛/澳门历史城区/大三巴牌坊/大运河购物中心/澳门塔/龙环葡韵住宅式博物馆/民政总署大楼/威尼斯人国际娱乐场/葡京娱乐场/义顺牛奶公司(新马路老店)/邮政总局大楼/钜记手信（兴华大厦店）/玛嘉烈蛋挞（新马路店）/莫干山景区/碧坞龙潭/冰川公园/虎跳峡/巨型睡佛/大冰瀑布/二号营地/磨西古镇/三号营地/四号营地/黄龙寺/雪宝鼎/长海/盆景滩/树正沟/树正瀑布/熊猫海/熊猫海瀑布/则查洼沟/珍珠滩/定远舰/中国甲午战争博物馆/威海国际海水浴场/刘公岛/三峡大坝旅游区/白帝山/梅园/鼋头渚/太湖仙岛/西陵峡风景区/南山缆车/汝矣岛
